Title,Ingredients
kalio ati ampela ayam,"pasang ati ampela ayam potong potong , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit , jahe , ketumbar , merica , kemiri , tomat , bumbu cemplung , daun jeruk , serai , lengkuas tipis , santan kental , gula , garam , penyedap"
mie ( kwetiaw ) ayam jamur,"bumbu halus , blender minyak , kemiri , bonggol bawang putih , jahe dikit utk aroma , kunyit asli pake segar , tumisan , bombai , kotak asli bawang merah halus , ayam , ambil kulit , sisihkan tulang , dadu , pentung , dada ayam , potong dadu , jamur champignon , asli pake , daun bawang , asli pake , bumbu , daun salam , daun jeruk asli pake , sayur air kuah kaldu asli pake , serai , geprek , sayur kecap manis asli , sayur kecap asin asli , gula merah , bikin legit asli pake , kaldu bubuk asli pake , garam , merica bubuk , kuah , didihkan , air , garam , jempol jahe , asli pake , merica , hitam , keruh , bonggol bawang putih , geprek asli , kaldu jamur asli pake , tulang ayam tulang pentung , minyak ayam , minyak resep asli , irisan jahe resep asli pake , bonggol bawang putih , geprek resep asli , kulit ayam kulit pentung"
sop ayam kembang tahu,"ayam potong , kulit kembang tahu rendam , potong , wortel kupas potong , sejumput ebi , bawang putih cincang , air , kecap asin , kaldu ayam , lada & garam , minyak"
chicken teriyaki oriental halal,"ayam fillet dada paha , bawang bombai , minyak , memanggang , mentega , memanggang , saus teriyaki , kecap asin , madu , air , gula , cuka , cabe bubuk , jahe , kupas , bawang putih , daun bawang"
rawon ayam kepepet,"ayam potong , bumbu , bumbu rawon instan merk indofood , bawang merah , bawang putih , serai , lengkuas , daun jeruk , daun salam , cabai rawit serong , banyaknya , air , minyak menumis"
opor ayam by dapoer linggar,"telur rebus , sayap potong stok kulkas , daun salam robek , serai geprek , kaldu blok ayam , garam , gula pasir , minyak menumis , santan asli , bumbu halus , bawang merah , bawang putih , kunyit ga , jahe , merica butiran , kemiri , ketumbar , pala , ulek biar sedep banding blender"
sop ayam simpel,"ayam , wortel potong , brokoli hijau potong , bawang putih , bawang bombai , margarin , gula garam , ladaku , masako , air"
roti gulung isi sosis ayam,"roti tawar , sosis ayam , telur ayam , tepung roti"
ceker ayam dimsum aka phoenix claws,"ceker ayam , bersihkan kulit ari potong kukunya , bawang putih , cincang halus , inchi jahe , ripis memenjang korek api , bunga lawang , saus tiram , light soy sauce , tauco item plus airnya , dibenyekin pake garpu , kecap manis , gula merah gula nira , totole jamur , cabe merah ato rawit , daun bawang taburan ato sblum dihidangkan , air rebusan , tepung maizena+air"
ayam geprek crispy sambal bawang,"potong ayam kentucky matang , bawang putih , cabe rawit sesuka hati , garam"
ayam suwir dg kecap,"ayam goreng , suwir , bawang merah kupas n , lembuttttt , bawang putih kupas n , lembuttttt , cabe merah , n lembuttttt , daun jeruk , daun salam , kecap manis , kecap asin , daun bawang , n lembuttttt , garam halus , gula pasir , air"
sop ayam sosis ( ayam goreng ),"ayam , sosis , wortel , batang daun bawang , seledri , racik sayur sop , bawang putih , bawang merah , jahe , merica bubuk , garam"
ayam geprek crispy sambel trasi bali,"ayam paha dada , sambel , bawang putih , lombok , trasi , gula , minyak panas"
bayam tumis kaldu ayam sederhana,"bayam , bj bawang putih , bj bawang merah , bj cabe merah , bj cabe hijau , tomat , garam , kaldu ayam"
ayam goreng kilat,"ayam , sc bumbu racik indofood ayam goreng , serai , daun jeruk , garan , air"
ayam cincang kecap,"ayam cincang giling , bawang bombai , cincang , bawang putih , cincang , batang daun bawang , tipis , kecap manis ditambah suka manis , saus tiram , kecap ikan , gula , jahe , garam merica , kaldu jamur"
toping mie ayam,"dada ayam , bawang merah , bawang putih , kemiri , jahe , laos , kunyit , serai , daun salam , gula , merica , garam , batang daun bawang , minyak goreng , kecap manis"
ayam geprek crispy bu quro v,"ayam , tepung , sm baking powder , tepung sajiku , garam , cabe rawit , bawang putih , air"
sambal goreng kentang plus ayam,"kentang , ayam fillet , cabe kriting , bawang putih , bawang merah , tomat , garam , gula pasir , r yco , air utk memblender bumbu , minyak goreng"
chiken steak alaala,"daging ayam filet , wortel , buncis , kentang , marinated ayam , lada hitam , merica bubuk , garam , kecap inggris rumah bunda , bikin saus ny , bawang merah dihaluskan , bawang putih dihaluskan , bawang bombai , saus tomat , kecap manis , gula pasir , garam , merica bubuk , kecap inggris papa , sdn tepung maizena"
soto ayam blitaran,"kuah soto , air , gula , garam , kaldu bubuk , minyak menumis bumbu , btg daun pre potong bulat , daun jeruk , tomat kerat putus , bumbu kuah soto haluskan , bawang putih , bawang merah , kunyit , jahe , lada , biji ketumbar , pelengkap , ayam , ungkep , goreng , suwir , kentang , kupas , tipis goreng , telur rebus , kecambah rawon , sambal soto kukus haluskan , cabe merah , cabe rawit , bawang putih , kemiri , gula garam"
nugget ayam wortel mudah no giling,"daging ayam , wortel potong dadu super , tepung sagu , telur dikocok lepas , bumbu halus , bawang putih , merica bubuk , garam , sct kaldu bubuk ayam , gula pasir , olesan , telur dikocok lepas , tepung roti warna orange"
mie yamien ayam jamur bakso,"toping ayam jamur , ayam fillet potong dadu , jamur , merang , bawang putih cincang , daun bawang , kecap asin , minyak wijen , kecap manis , air , campuran mie , minyak bawang putih+daun bawang resep toping , kecap manis , kecap asin , sawi , mie , bakso"
ceker ayam kecap manis,"bji ceker ayam , bawang merah , bawang putih , saos tiram , gula pasir , kecap manis , royco ayam , air"
ayam bakar padang,"potong ayam udh dcuci , bumbu halus , kunyit , kemiri , jahe , cabe merah kriting , cabe rawit , bawang merah , bawang putih , ketumbar , bumbu cemplung , tngkai serai , jempol lengkuas , daun salam , daun jeruk , daun kunyit , santan kara , garam + gula , lada + kaldu bubuk , air"
sayap ayam crispy,"sayap ayam , telur ayam , tepung kobe kentucky super crispy , air"
udon ayam blackpepper,"udon , ayam blackpepper , fillet ayam cincang , bawang putih cincang , bawang bombai , saus tiram , garam , blackpepper , minyak menumis , bumbu udon , minyak bawang putih , kecap asin , lada , pelengkap , telur matang , irisan daun bawang , irisan cabe"
ayam bakar madu ( diner debm ),"ayam , bumbu ungkep , bawang putih geprek cacah halus , kecap manis tropicana slim , kecap asin , saus tiram , madu , saus sambel , saus tomat , air , margarin"
pepes ayam,"ayam , lumuri air jeruk nipis , sisihkan , daun pisang , lap , jemur sebentar , serai , potong , jahe , potong , lengkuas , potong , daun salam , cabe merah cabe keriting , daun kemangi , siangi kali ngga pake , irisan daun bawang , bumbu halus , bawang putih , kunyit , lada , garam , kemiri sangray"
ayam goreng lengkuas simple,"ayam , lengkuas , bumbu halus , bawang putih , bawang merah , kemiri , garam , lada putih , biji ketumbar , kunyit , serai"
ayam goreng rumahan + tips,"ayam potong , air , minyak goreng , bumbu halus , bawang putih , kunyit , garam , merica bubuk"
nasi tim ayam,"fillet dada ayam , telur rebus potong , bawang putih cincang halus , jahe , bawang bombai tipis , cabe rawit ijo serong , kecap manis , saus teriyaki , garam , lada , mentega , air , munjung maizena , nasi"
ayam goreng mentega gampil bin gacil,"potong sayap ayam ayam , bawang bombai , bawang putih , unjung mentega , kecap asin"
nasi ayam teriyaki,"potong dada ayam potong , bumbu ayam , saori teriyaki , lada , royco ayam , bumbu tumis , bawang merah , bawang putih , saori teriyaki , kecap manis , air , pelengkap , nasi putih , mix sayuran sya pake wortel , buncis , jagung rebus sebentar"
ayam goreng ala sinjay,"ayam , jeruk nipis , air , daun salam , daun jeruk , bumbu halus , bawang putih , bawang putih , kelingking kunyit , jahe , bonggol lengkuas , serai , biji ketumbar , kemiri sangrai , jinten sangrai , secubit pala , sndok bebek garam kurangi , kaldu bubuk"
kuah sisa ayam oven,"sisa ayam ayam potong sisit , bawang merah bawang bombai , bawang putih , kemiri , kunyit bubuk , cabe kalai suka pedas , garam , merica , santan , minyak menumis , serai geprak daun salam , daun bawang kering garnis , snack kelapa kering bali kelapa muda parut kasar , tambahkan sayuran kacang panjang touge matang enak"
nugget ayam yummy,"ayam dapet dibuang tulang kulit dsb , wortel diserut pake serutan keju , batang daun bawang , batang daun seledri , telor utuh , tepung kanji sagu , gulagaramdan penyedap suka , terigu+air sbg pencelup , tepung panir , minyak"
capjay sosis ayam,"wortel , sawi putih , sawi hijau , bunga kol putih , sosis ayam , telur , dada ayam , bumbu , cabai rawit , bawang merah , bawang putih , lada putih , garam , penyedap , gula pasir putih , kecap manis , minyak goreng , air"
ayam pentul crispy,"sayap ayam , tepung bumbu sajiku serba , putih telur , minyak goreng"
dada ayam fillet bumbu richeese factory ala ummu rasya,"dada ayam filet potong , telur , tepung ayam krispi kobe , saos bbq , bawang putih haluskan , saos bbq delmonte , saos sambel , saos tomat , saos tiram , sct bon cabe level super pedas kemasan sct , madu gula , lada , minyak , saos keju , susu uht plain ultra mini , keju parut cheedar , bubuk keju indofood warna saosnya"
ayam kuning,"ayam sayap pentung , bumbu kuning , bawang putih , kunyit , serai , jahe , garam , kaldu , terendam , asem"
ayam rica kecap,"ayam dipotong , bumbu halus , biji lombok merah , bawang merah , bawang putih , biji lombok suka pedas banget , jahe , laos memarkan , serai memarkan , garam , gula pasir , kecap manis , kunyit , lada , penyedap , minyak goreng tumis bumbu , air"
ayam woku ( resep mertua ),"ayam negeri potong , buang kulitnya , minyak goreng , air putih , daun daun , serai memarkan , daun pandan , daun jeruk buang tulangnya , batang daun bawang serong , kemangi , daun kunyit lupa , bumbu halus uleg , cabai merah , cabai rawit setan , bawang merah , bawang putih , kemiri , kunyit , jahe , garam , lada , gula pasir"
ceker ayam lepas pedas,"ceker ayam buang kuku rebus daun salam bawang putih mnt , bumbu rebus dihaluskan , cabe hijau , cabe rawit merah , lengkuas , bawang merah , bawang putih , gula garam , penyedap"
tumis sehat ( brokoli jamur ayam ),"dada ayam , jamur , wortel , brokoli , bawang bombai , daun bawang , bawang putih , lada hitam , cabai"
ayam kampung kuah santan pedas,"ayam kampung , santan instan pake santan bumas , bumbu halus , kemiri , bawang putih , kunyit , kencur , terasi pake jumput , cabe rawit pake cabe rawit , garam , gula pasir , bumbu pelengkap , tomat potong dadu , daun salam , daun jeruk , serai geprek , penyedap instan masako ato royco , minyak goreng menumis , kaldu ayam bekas rebusan"
kare ayam no santan,"daging ayam , bumbu dihaluskan , bawang merah , bawang putih , i kunyit , jahe , cabe merah , cabe rawit merah , kemiri , lada , biji ketumbar , minyak goreng , bumbu rempah daun , daun jeruk , daun salam , serai keprek , lengkuas keprek , garam & gula"
roti goreng isi ayam,"terigu protein cakra , terigu protein segitiga , sagu tani , gula pasir , susu bubuk dancow , fermifan saft instant , kuning telur , telur utuh , susu cair dingin , b , butter , mentega ganti butter , sejumput garam , tambahan putih telor +tepung roti lapisan , isian , dada ayam fillet , daun salam , serai ambil putihnya , garam , kaldu bubuk ganti kaldu bubuk jamur merk totole , merica bubuk , gula pasir , santan kelapa , minyak menumis , bumbu halus , bawang merah , bawang putih , kemiri , biji ketumbar"
ayam fillet woku,"dada ayam fillet , daun kemangi , bumbu halus , bawang merah , bawang putih , cabe merah keriting , cabe rawit setan klo suka pedas , kunyit , jahe , kemiri , bumbu pelengkap , daun salam , daun jeruk , serai digeprek , cabe rawit potong kasar , daun bawang , gula , garam , penyedap , air , minyak goreng menumis"
ayam krispy saos madu,"dada ayam , bawang bombai , sdk tepung beras , tepung merk , marinase ayam , kecap asin , minyak wijen , bawang putih cincang , lada , saos , madu , kecap asin , lada , garam suka asin , margarine menumis , minyak , wijen taburan"
tongseng ayam joss,"ayam , irisan kol , cabe merah keriting , cabe rawit , salam , batang serai geprek , laos & jahe , daun jeruk , bawang merah , kecap , gula jawa , penyedap , sejumput irisan pala , bumbu halus , kunyit , mrica bubuk , biji ketumbar , miri , garam"
ayam goreng oat (,"ayam fillet potong tipis , oat queker oat merah , bumbu marinase garam + merica + bawang putih , telur"
ayam pekcamke ( chicken hainanese ),"ayam kampung , jeruk nipis garam utk melumuri ayam , jahe , btg daun bawang diikat , air es utk merendam , air utk memasak , minyak wijen , kecap asin , bawang putih"
soto ayam kemanten,"bumbu halus , bawang merah , bawang putih , kemiri , ketumbar , kunyit , jahe , lengkuas , bumbu utuh , serai , daun salam , daun jeruk , pelengkap , ayam , jeuk nipis , tangkai daun bawang daun seledri , kubis , bumbu penyedap masako , garam , gula , sambal soto"
nugget mie ayam keju,"mie telur kering , rebus tiriskan pake mie pipih , daging ayam cincang , keju cheddar parut , bawang bombai , cincang , bawang putih , cincang , telur ayam , peres tepung terigu , susu bubuk , larutkan dg air , butter mentega , wortel , parut , gula , garam , kaldu bubuk , terigu larutkan air , tepung panir roti"
opor ayam nyemek,"ayam kampung , santan segar , bumbu halus , bawang putih , bawang merah , kunyit , jahe , lengkuas , daun jeruk , daun salam , serai , ketumbar , kemiri , gula jawa , garam , minyak goreng menumis bumbu , air"
abon ayam like abon sapi,"ayam fillet , rebus suwir , santan , daun jeruk , daun salam , lengkuas , serai , kecap , gula pasir gula merah , garam , kaldu jamur , bumbu halus , bawang merah , bawang putih , ketumbar , kemiri , kunyit , jahe"
ayam geprek super simpel,"ayam potong pake dada , tepung pake tepung instan kemasan , biji cabe rawit , bawang putih kalo cabenya ditambah bawang , garam , gula , air , minyak goreng"
ayam kampung goreng lengkuas,"ayam kampung , daun salam , garam , gula , bumbu halus , bawang putih , bawang merah , lengkuas , ketumbar , kemiri , serai , jempol jahe , jempol kunyit"
bola bola ayam keju,"daging ayam , cincang , tepung terigu , box keju , diparut , wortel , diparut , telur ayam , bawang putih , haluskan , garam , minyak goreng"
steak ayam crispy,"potong dada ayam , air jeruk nipis jeruk lemon , telur kocok lepas , tepung terigu , maizena , garam , lada , bawang putih haluskan , saos barbeque home made , tomat , bawang putih cincang halus , saus tiram , saus tomat , merica bubuk , air , gula , garam , pelengkap , kentang goreng , buncis rebus , wortel rebus"
sop ayam ceker wortel brokoli,"ayam , potong , ceker ayam , wortel , potong kotak , kuntum brokoli , batang daun bawang , potong , batang seledri , potong , jahe , geprek , bawang putih pake krna , bumbu sop selero padang , garam , gula penyedap ayam , air"
